approach,query_no,latency,average_relative_error,bin_completeness,total_bins,query,sample_percentage
US,106,0.01035628467798233,1011.1111111111111,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 116.00 and arr_delay = 69.00 and origin = 'JAN';
",100
US,107,0.010466471314430237,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 688.00 and arr_delay = 60.00 and origin = 'JAX';
",100
US,108,0.01075860857963562,44.927536231884055,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1576.00 and arr_delay = 56.00 and origin = 'JFK';
",100
US,109,0.011437594890594482,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 83.00 and arr_delay = -31.00 and origin = 'JMS';
",100
US,110,0.010156042873859406,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 123.00 and arr_delay = 134.00 and origin = 'JNU';
",100
US,111,0.0109892338514328,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 2384.00 and arr_delay = 124.00 and origin = 'KOA';
",100
US,112,0.011136949062347412,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 183.00 and arr_delay = 53.00 and origin = 'KTN';
",100
US,113,0.008883386850357056,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 954.00 and arr_delay = 412.00 and origin = 'LAS';
",100
US,114,0.00963989645242691,40.476190476190474,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 737.00 and arr_delay = 43.00 and origin = 'LAX';
",100
US,115,0.011242911219596863,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 63.00 and arr_delay = 104.00 and origin = 'LEX';
",100
US,116,0.010897345840930939,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 378.00 and arr_delay = 68.00 and origin = 'LGA';
",100
US,117,0.010778315365314484,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 387.00 and arr_delay = 91.00 and origin = 'LGB';
",100
US,118,0.011052511632442474,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 55.00 and arr_delay = 147.00 and origin = 'LNK';
",100
US,119,0.010137028992176056,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 246.00 and arr_delay = 85.00 and origin = 'MAF';
",100
US,120,0.010233432054519653,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1236.00 and arr_delay = 87.00 and origin = 'MCI';
",100
US,121,0.01066906750202179,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 861.00 and arr_delay = 64.00 and origin = 'MCO';
",100
US,122,0.010838337242603302,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 226.00 and arr_delay = 71.00 and origin = 'MDW';
",100
US,123,0.010744869709014893,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 69.00 and arr_delay = -44.00 and origin = 'MEI';
",100
US,124,0.010663144290447235,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 247.00 and arr_delay = 65.00 and origin = 'MEM';
",100
US,125,0.010550156235694885,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1811.00 and arr_delay = 157.00 and origin = 'MIA';
",100
US,126,0.012137122452259064,1900.0,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 107.00 and arr_delay = 92.00 and origin = 'MKE';
",100
US,127,0.01100824773311615,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 104.00 and arr_delay = 144.00 and origin = 'MLU';
",100
US,128,0.010798938572406769,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 241.00 and arr_delay = 279.00 and origin = 'MQT';
",100
US,129,0.010955117642879486,42.857142857142854,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 166.00 and arr_delay = 86.00 and origin = 'MSP';
",100
